tweet_id,date,username,num_liked,tweet_text,is_retweet
1467953090,Mon Apr 06 22:58:27 PDT 2009,USERID_4,4590,watching old videos of dance team and such... makes me miss it  ,False
1467953163,Mon Apr 06 22:58:26 PDT 2009,USERID_6,5214,Wahh  no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight Tweeters&lt;3,False
1467953277,Mon Apr 06 22:58:29 PDT 2009,USERID_4,4824,Struggling hard with Inventory ,False
1467953367,Mon Apr 06 22:58:30 PDT 2009,USERID_10,225,@ddlovato Do you hate us?? Please don't ,False
1467953500,Mon Apr 06 22:58:33 PDT 2009,USERID_10,4465,@ballinbitch haha im not THAT ballin. I still got bills to paaaaay ,False
1467953681,Mon Apr 06 22:58:36 PDT 2009,USERID_9,5295,I'm in one of those days when I really just want to work from home.  Crap. ,True
1467953733,Mon Apr 06 22:58:37 PDT 2009,USERID_6,1354,@paul_e_wog Wait...is it a game or just episodes? I'm so confused. ,True
1467953738,Mon Apr 06 22:58:37 PDT 2009,USERID_3,9078,@carlyw66 HAHA. I cried...  I guess he did....,False
1467954059,Mon Apr 06 22:58:42 PDT 2009,USERID_10,6113,I don't get statistics!  Its all a bunch of mumbo jumbo for me.,True
1467954070,Mon Apr 06 22:58:42 PDT 2009,USERID_10,4898,"@sloanb Got it, sadly, only works for UK &amp; US at the moment ",True
1467959908,Mon Apr 06 23:00:18 PDT 2009,USERID_10,1247,Evicted ,True
1467960066,Mon Apr 06 23:00:20 PDT 2009,USERID_9,5700,doesn't enjoy learning CSS. ,True
1467960388,Mon Apr 06 23:00:24 PDT 2009,USERID_5,577,"@heidimontag I  dvr'd it and went to watch it, apparently the dish network went down SO I MISSED IT    I will have to catch a rerun!",False
1467960481,Mon Apr 06 23:00:26 PDT 2009,USERID_5,653,@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather ,False
1467960735,Mon Apr 06 23:00:29 PDT 2009,USERID_2,8572,@LizChavez I can't set my feet on the ground. The missing eyelid people might get me!  ,True
1467960840,Mon Apr 06 23:00:31 PDT 2009,USERID_6,5109,@daniela_95616 my english professor would be ashamed. ,True
1467961044,Mon Apr 06 23:00:34 PDT 2009,USERID_7,2823,[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7,False
1467961091,Mon Apr 06 23:00:35 PDT 2009,USERID_7,1824,"Came home from Cross County, Tired as ",False
1467961106,Mon Apr 06 23:00:36 PDT 2009,USERID_4,5625,I don't want to walk home in this snow. Who wants to pick me up? ,False
1467961146,Mon Apr 06 23:00:36 PDT 2009,USERID_5,329,"@heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!",True
1467961817,Mon Apr 06 23:00:47 PDT 2009,USERID_6,3159,is grouchy. and wants bmar ,False
1467962336,Mon Apr 06 23:00:55 PDT 2009,USERID_9,2809,"my heart is broken every morning dropping Foo at pre school, now i understand when moms say &quot;he has my heart broken&quot;. ",True
1467962502,Mon Apr 06 23:00:58 PDT 2009,USERID_8,5646,Not feeling well and back hurts ,True
1467962634,Mon Apr 06 23:01:02 PDT 2009,USERID_10,5915,Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now ,False
1467962671,Mon Apr 06 23:01:01 PDT 2009,USERID_1,5025,I can't take this heat! It's like an oven in here. I feel sick nwo ,False
1467962897,Mon Apr 06 23:01:04 PDT 2009,USERID_2,2132,@nick_carter Come to the chat  just 15 minutes  please? http://fanclub.backstreetboys.com/chat.php,True
1467962938,Mon Apr 06 23:01:04 PDT 2009,USERID_5,3922,Boredd. Colddd  Internet keeps stuffing up,False
1467963418,Mon Apr 06 23:01:14 PDT 2009,USERID_1,129,"I had a horrible nightmare last night which affected my sleep, now I'm really tired ",True
1467963477,Mon Apr 06 23:01:15 PDT 2009,USERID_8,7491,"im lonely  keep me company! 22 female, new york",True
1467963715,Mon Apr 06 23:01:18 PDT 2009,USERID_7,4969,@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha.,True
1467963880,Mon Apr 06 23:01:21 PDT 2009,USERID_10,7719,@birutagme yeah  it was really depressing... stuff like that gets to me,False
1467964211,Mon Apr 06 23:01:26 PDT 2009,USERID_2,3868,"@whoisariston No problem, tongue-in-cheek remark.  Lots of acronyms, but no NZ ",False
1467964229,Mon Apr 06 23:01:26 PDT 2009,USERID_2,1346,@greggrunberg hey you said matt was gonna go all ballistic... i was disappointed  good ep tho mostly,False
1467965065,Mon Apr 06 23:01:40 PDT 2009,USERID_5,1230,ugh horrible ending to the sandra kantu story  prayers go out.,False
1467965832,Mon Apr 06 23:01:53 PDT 2009,USERID_1,7262,@danielledeleasa http://twitpic.com/2y1pe - I hate 2 B allergic  i want a puppy soo bad that i've already thought some cool names,False
1467965873,Mon Apr 06 23:01:54 PDT 2009,USERID_8,4461,Morning folks 7.00 am ..yawn! Up &amp; away to see to horses - hope Twitter is better behaved today!  Last night was a travesty ,True
1467965949,Mon Apr 06 23:01:55 PDT 2009,USERID_9,5362,@QuanDotCom I miss mine too! ,True
1467965994,Mon Apr 06 23:01:56 PDT 2009,USERID_7,2030,@AmandaEnglund Sorry to hear about your loss.     There have been many this year so far.,True
1467966187,Mon Apr 06 23:01:59 PDT 2009,USERID_7,4829,@nicolerichie Gossip Girl was a repeat ,False
1467966260,Mon Apr 06 23:02:00 PDT 2009,USERID_9,153,@InYourEyes2410 I reckon ,False
1467966271,Mon Apr 06 23:02:00 PDT 2009,USERID_4,9297,finding it really hard to use twitter ,False
1467966560,Mon Apr 06 23:02:04 PDT 2009,USERID_5,1727,I've been stuck in this house for two days ,False
1467966646,Mon Apr 06 23:02:06 PDT 2009,USERID_8,2337,is really sad and doesn't really know y!!??!!! ,True
1467967089,Mon Apr 06 23:02:13 PDT 2009,USERID_2,9973,@thousand_miles no ,False
1467967410,Mon Apr 06 23:02:18 PDT 2009,USERID_3,5216,"Maybe one of these years I'll get a tax return.  A girl can dream, right?",True
